Name,Summary,Average Runtime,End Date,Premiere Date,Genres,Type,Language,Network,Rating
The Closer,"Deputy Police Chief Brenda Leigh Johnson transfers from Atlanta to Los Angeles to head up a special unit of the LAPD that handles sensitive, high-profile murder cases. Despite a tendency to step on people's toes, Johnson manages to convert even her strongest adversaries with her unique ability to get to the truth, and more importantly, to close cases.",60,13-06-2005,13-08-2012,"['Drama', 'Crime', 'Mystery']",Scripted,English,TNT,7.9
Hustle,"Hustle is a series that follows a group of con artists who specialise in ""long cons""—extended deceptions which require greater commitment, but which return a higher reward than simple confidence tricks.",60,24-02-2004,17-02-2012,"['Drama', 'Crime', 'Thriller']",Scripted,English,BBC One,7.9
In Plain Sight,"In Plain Sight follows the story of a Federal Marshall with the Witness Protection program who must hide her high-risk, high-impact job from her family. To those that know her, Mary Shannon is a glorified meter maid, but her real job is much more dangerous. She must oversee federal witnesses who have been relocated through the Witness Protection program and make sure that they stay safe.",61,2008-01-06 00:00:00,2012-04-05 00:00:00,"['Drama', 'Action', 'Crime']",Scripted,English,USA Network,7.9
Californication,Californication is a series based around the writer Hank Moody. He moves to California and suffers a writers block as well as many other family and personal issues. His drinking and generally unhealthy lifestyle interrupts his relationships with his long term lover Karen and his daughter Becca as he struggles with his manager Charlie Runkle.,30,13-08-2007,29-06-2014,"['Drama', 'Comedy']",Scripted,English,Showtime,7.9
True Blood,"True Blood is a horror/drama based on a series of novels called <i>The Southern American Vampires Mysteries</i>. It focuses on Sookie Stackhouse and her various encounters with vampires and other supernatural beings. The show is centred in the small town of Bon Temps in Louisiana. The show focuses heavily on the co-existence of humans with vampires. The show also touches on several other controversial issues involving equal rights, violence, discrimination and religion.",60,2008-07-09 00:00:00,24-08-2014,"['Drama', 'Romance', 'Supernatural']",Scripted,English,HBO,7.9
Herman Wouk's War and Remembrance,"Filmed on location in ten countries, this extraordinary production is the largest and most ambitious undertaking in television and motion picture history. Featuring an all-star cast and spectacular reenactments of the Allied invasions at Normandy and the Philippines, Herman Wouk s classic novel is brought to life in an award-winning mini-series that vividly recreates one of history s most unforgettable chapters.",123,13-11-1988,14-05-1989,"['Drama', 'Romance', 'War']",Scripted,English,ABC,7.9
Penoza,Housewife Carmen van Walraven is forced to take over her family's criminal business when her husband is assassinated for trying to snitch.,50,2010-12-09 00:00:00,29-10-2017,"['Drama', 'Crime']",Scripted,Dutch,NPO 3,7.9
Death in Paradise,"Murders and mojitos. Fresh off the plane, a British detective joins the police force on the luscious Caribbean island of Saint Marie.",60,25-10-2011,,"['Drama', 'Crime', 'Mystery']",Scripted,English,BBC One,7.9
Army Wives,"Army Wives follows the struggles, dreams and friendships of a diverse group of women—and one man—living with their spouses and families on an active Army post.",60,2007-03-06 00:00:00,2013-09-06 00:00:00,"['Drama', 'Family', 'Romance']",Scripted,English,Lifetime,7.9
That Girl,"A perky aspiring actress tries to start a career in New York, getting encouragement from her boyfriend, Don, and her family. For many young women, Ann Marie was an independent role model for the times (the late '60s) for having left the nest in pursuit of a career. She also inspired trends in fashion with her flipped-up hairdo and cute, mod clothes.",30,1966-08-09 00:00:00,19-03-1971,['Comedy'],Scripted,English,ABC,7.9
Curb Your Enthusiasm,"Curb Your Enthusiasm stars <i>Seinfeld</i> co-creator Larry David as himself in an unsparing but tongue-in-cheek depiction of his life. Shot in a verite style and featuring celebrities playing themselves, the episodes are improvised by the actors from an outline created by David.",32,15-10-2000,2024-07-04 00:00:00,['Comedy'],Scripted,English,HBO,7.9
Arctic Air,"Arctic Air is a one-hour adventure series set in the booming Arctic, about a maverick airline and the unconventional family who runs it. That world is Yellowknife, and the High Arctic that lies beyond. The vast terrain and unforgiving climate mean the stakes are sky-high. This is life without a safety net.",60,2012-10-01 00:00:00,2014-08-04 00:00:00,"['Drama', 'Action', 'Adventure']",Scripted,English,CBC,7.9
Vegas,"Vegas is a drama inspired by the true story of former Las Vegas Sheriff Ralph Lamb, a fourth-generation rancher tasked with bringing order to Las Vegas in the 1960s, a gambling and entertainment mecca emerging from the tumbleweeds. Ralph Lamb wants to be left in peace to run his ranch, but Las Vegas is now swelling with outsiders and corruption which are intruding on his simple life. Recalling Lamb's command as a military police officer during World War II, the Mayor appeals to his sense of duty to look into a murder of a casino worker - and so begins Lamb's clash with Vincent Savino, a ruthless Chicago gangster who plans to make Vegas his own. Assisting Lamb in keeping law and order are his two deputies: his diplomatic, even-keeled brother Jack and his charming but impulsive son Dixon. Ambitious Assistant District Attorney Katherine O'Connell, who grew up on the ranch next to the Lambs, also lends a hand in preserving justice. In Vegas, two powerful men - Lamb and Savino - are engaged in a fierce battle for control of the budding oasis, and for both of them, folding is not an option.",60,25-09-2012,2013-10-05 00:00:00,['Drama'],Scripted,English,CBS,7.9
Merlin,Fantasy drama based on the legend of King Arthur and Merlin.,60,20-09-2008,24-12-2012,"['Adventure', 'Fantasy']",Scripted,English,BBC One,7.9
Bunheads,"A former ballerina turned Vegas showgirl decides to take a gamble on a new marriage and a fresh start in Paradise, CA.",60,2012-11-06 00:00:00,25-02-2013,"['Drama', 'Comedy']",Scripted,English,Freeform,7.9
The Outcast,Post-war coming-of-age drama based on the novel by Sadie Jones.,90,2015-12-07 00:00:00,19-07-2015,['Drama'],Scripted,English,BBC One,7.9
Man Down,"Comedy series written by and starring Greg Davies as Dan, a childish idiot whose world is on the brink of collapse.",31,18-10-2013,29-11-2017,['Comedy'],Scripted,English,Channel 4,7.9
Nikita,"When she was a deeply troubled teenager, Nikita was rescued from death row by a secret U.S. agency known only as Division, who trained her as a spy and assassin. Nikita was eventually betrayed by the only people she thought she could trust. Now, after three years in hiding, Nikita is seeking retribution and making it clear to her former boss, Percy and her former friends Michael and Birkhoff that she will stop at nothing to expose and destroy their covert operation.",60,2010-09-09 00:00:00,27-12-2013,"['Drama', 'Action', 'Crime']",Scripted,English,The CW,7.9
Marvel's Jessica Jones,"Haunted by a traumatic past, Jessica Jones uses her gifts as a private eye to find her tormentor before he can harm anyone else in Hell's Kitchen.",54,20-11-2015,14-06-2019,"['Action', 'Crime', 'Science-Fiction']",Scripted,English,,7.9
Absolutely Fabulous,Award-winning comedy set in the world of fashion and PR with Jennifer Saunders as the immature fun-loving mother and Julia Sawalha as her sensible daughter.,30,1992-12-11 00:00:00,23-07-2012,['Comedy'],Scripted,English,BBC One,7.9
Whitechapel,"Set against the contrasting facades of Whitechapel, London, a series of bloody, tragic and impossible crimes are carried out.A fast-tracked inspector, a hardened detective sergeant, and an expert in historical homicides investigate modern crimes with connections to the past in the Whitechapel district of London.",60,2009-02-02 00:00:00,2013-09-10 00:00:00,"['Drama', 'Crime', 'Mystery']",Scripted,English,ITV1,7.9
Kyle XY,"Kyle XY is an incredible mystery about a teenager with no past. The series tells the surprising journey of Kyle, a 16 year-old teenage savant who is missing instinctive human behavior such as anger, joy and love, and the family who found him. After coming out of the woods and found walking into traffic, Kyle is sent to a youth detention center where he comes into contact with his first experience of eating food and human interaction: not all of it friendly. At the center they realize that Kyle is not like any ordinary teenager, especially once they find that he is missing his belly-button. With questions of 'Who is this kid?' and 'Where did he come from?' psychologist Nicole Trager is called in to help get some much needed answers.",60,26-06-2006,16-03-2009,"['Drama', 'Science-Fiction', 'Mystery']",Scripted,English,Freeform,7.9
